height_inches,height_cm,plays,birth_date,birthplace,player_id,full_name,best_rank,first_appearance,last_appearance,represented_country
,,Left-Handed,May 16 2006,"Aiud, Romania",332239.0,Alexia Iulia Marginean,1012.0,2024-02-26 00:00:00,2025-08-18,ROU
,-,-,Jan 1 2005,"Calgary, Canada",332918.0,Alexia Jacobs,908.0,2023-08-21 00:00:00,2025-06-30,CAN
,-,-,Nov 3 1986,"Florence, Italy",310244.0,Alexia Virgili,328.0,2003-03-24 00:00:00,2011-02-21,ITA
"5' 6""",1.68m,Left-Handed,Aug 17 2004,"Redwood City, CA, USA",329369.0,Alexis Blokhina,595.0,2022-10-24 00:00:00,2025-08-18,USA
"5' 2""",1.57m,Left-Handed,Mar 31 1983,"Windsor, CT, USA",310665.0,Alexis King,343.0,2008-05-12 00:00:00,2013-06-17,USA
,-,Right-Handed,Sep 27 1984,"Lake Forest, IL, USA",311301.0,Alexis Prousis,285.0,2008-06-23 00:00:00,2009-08-24,USA
,,,May 27 2000,"Glasgow, Scotland",324233.0,Ali Collins,1050.0,2019-09-16 00:00:00,2021-03-08,GBR
"5' 9""",1.75m,Right-Handed,Mar 22 1994,"Minsk, Belarus",317790.0,Aliaksandra Sasnovich,29.0,2011-02-21 00:00:00,2025-08-18,BLR
,-,Right-Handed,Feb 5 1998,,324250.0,Alica Rusova,836.0,2019-11-25 00:00:00,2022-10-31,SVK
"5' 7""",1.71m,-,Apr 17 2001,"Rome, Italy",326265.0,Alice Amendola,1180.0,2019-11-25 00:00:00,2021-03-08,ITA
,-,-,Jul 23 1995,"Niort, France",317742.0,Alice Bacquie,532.0,2014-11-03 00:00:00,2017-04-10,FRA
,-,Right-Handed,Sep 11 1986,"Chiaravalle, Italy",311065.0,Alice Balducci,363.0,2005-08-22 00:00:00,2018-03-19,ITA
"5' 9""",1.75,-,Jan 23 1984,"Cambridge, England",20624.0,Alice Barnes,561.0,2000-12-04 00:00:00,2002-06-03,GBR
,-,Right-Handed,Jan 22 2005,"Ajaccio, France",329441.0,Alice Battesti,1377.0,2023-08-21 00:00:00,2025-08-18,FRA
,-,-,Jan 17 1989,"Chatou, France",313018.0,Alice Bellicha,869.0,2005-12-05 00:00:00,2006-12-18,FRA
"5' 8""",1.73m,Right-Handed,Apr 30 1978,"Finale Ligure, Italy",30338.0,Alice Canepa,159.0,2000-12-04 00:00:00,2008-01-14,ITA
,-,-,Aug 15 1998,"Maidstone, kent",325728.0,Alice Gillan,699.0,2018-03-19 00:00:00,2025-08-18,GBR
,-,-,Nov 24 1986,",Nigeria",311089.0,Alice Izomor,1297.0,2005-12-05 00:00:00,2005-12-05,NGR
,-,-,Jan 1 1986,"York, England",310572.0,Alice Mackenzie,733.0,2005-08-22 00:00:00,2005-12-05,GBR
,-,Right-Handed,Sep 29 1995,"Pescara, Italy",319373.0,Alice Matteucci,319.0,2013-10-07 00:00:00,2018-10-15,ITA
,-,Right-Handed,Feb 21 1991,"Bergame, Italy",313830.0,Alice Moroni,377.0,2006-12-04 00:00:00,2012-08-13,ITA
,-,-,Nov 9 1997,"Paris, France",322478.0,Alice Rame,308.0,2018-03-05 00:00:00,2025-08-18,FRA
,-,Right-Handed,May 10 2000,"Fermanville, France",324056.0,Alice Robbe,190.0,2019-09-16 00:00:00,2025-08-18,FRA
,-,Right-Handed,Jun 17 1992,"Loreto, Italy",314539.0,Alice Savoretti,411.0,2011-02-21 00:00:00,2016-10-10,ITA
,-,-Right-handed,Feb 23 1990,"Saint-Pierre d'Irube, France",313342.0,Alice Tisset,584.0,2006-12-04 00:00:00,2012-08-06,FRA
,-,Right-Handed,Jan 30 2001,"Saint-Genès-Champanelle, France",325406.0,Alice Tubello,219.0,2018-03-19 00:00:00,2025-08-18,FRA
,-,-,Jun 12 1991,,314051.0,Alice-Andrada Radu,744.0,2006-12-04 00:00:00,2010-01-25,ROU
,-,Right-Handed,Oct 18 1993,"Gloucester, England",318925.0,Alicia Barnett,463.0,2018-03-05 00:00:00,2022-10-31,GBR
,-,Right-Handed,Dec 29 1998,"Manuel, Spain",321880.0,Alicia Herrero Linana,1030.0,2016-02-22 00:00:00,2025-08-18,ESP
"6' 0""",1.82m,Right-Handed,Jan 27 1981,"Adelaide, Australia",130548.0,Alicia Molik,8.0,2000-12-04 00:00:00,2012-01-23,AUS
"5' 7""",1.70m,-,May 2 1976,"Barcelona, Spain",150072.0,Alicia Ortuno,256.0,2000-12-04 00:00:00,2001-12-17,ESP
,-,Right-Handed,Mar 24 1980,"Pietermaritzburg, South Africa",160360.0,Alicia Pillay,543.0,2000-12-04 00:00:00,2006-12-18,RSA
,-,Right-Handed,Sep 27 1996,"Tamworth, Australia",321903.0,Alicia Smith,662.0,2018-03-19 00:00:00,2025-08-18,AUS
"5' 5""",1.65m,Right-Handed,Dec 1 1985,"Warsaw, Poland",310779.0,Alicja Rosolska,647.0,2002-09-30 00:00:00,2008-11-03,POL
"5'8""",1.73m,Right-Handed,Mar 20 1980,"Geneva, Switzerland",200256.0,Alienor Tricerri,339.0,2000-12-04 00:00:00,2004-10-18,SUI
,-,-,Mar 16 1997,"Moscow, Russia",321434.0,Alija Merdeeva,1215.0,2019-11-25 00:00:00,2021-03-08,RUS
"5' 8""",1.73m,Right-Handed,Mar 23 1995,"Tashkent, Uzbekistan",317253.0,Alina Abdurakhimova,885.0,2012-08-06 00:00:00,2012-08-06,UZB
,-,Right-Handed,May 27 2002,"Samara, Russia",329198.0,Alina Charaeva,232.0,2019-09-16 00:00:00,2025-08-18,RUS
,-,-,Jul 13 2002,"Wilen, Switzerland",328688.0,Alina Granwehr,635.0,2022-10-24 00:00:00,2025-08-18,SUI
5' 6 1/4'',1.68m,Right-Handed,Jan 18 1977,"Moscow, Russia",260065.0,Alina Jidkova,51.0,2000-12-04 00:00:00,2011-05-02,RUS
"5' 11""",1.80m,Right-Handed,Jun 23 2007,"Moscow, Russia",331330.0,Alina Korneeva,128.0,2022-10-24 00:00:00,2025-08-18,RUS
"5' 10""",1.79,-,Jan 22 2000,"Neustadt, Austria",326478.0,Alina Michalitsch,1211.0,2023-08-21 00:00:00,2023-08-21,AUT
,-,Right-Handed,Aug 5 1993,"Moscow, Russia",316016.0,Alina Mikheeva,548.0,2013-09-09 00:00:00,2016-02-22,RUS
,-,-,,,314155.0,Alina Petras,1296.0,2006-12-04 00:00:00,2006-12-18,BUL
"5' 8""",-,-,Aug 24 2003,"Moscow, Russia",328934.0,Alina Shcherbinina,912.0,2019-09-16 00:00:00,2023-08-21,RUS
,-,Right-Handed,Jul 10 1996,"Khimki, Russia",319863.0,Alina Silich,426.0,2013-09-09 00:00:00,2021-03-08,RUS
,-,-,,,313057.0,Alina Stanila,1242.0,2005-12-05 00:00:00,2005-12-05,ROM
"5' 5 3/4""","5' 5 3/4""",Right-Handed,Nov 25 1990,"Cologne, Germany",314814.0,Alina Wessel,636.0,2011-02-21 00:00:00,2016-02-22,GER
,-,-,,,310131.0,Aline Pinheiro,1188.0,2001-12-10 00:00:00,2001-12-10,BRA
,-,Right-Handed,Nov 2 1997,"Schaffhausen, Switzerland",322913.0,Aline Thommen,1307.0,2021-03-08 00:00:00,2021-03-08,SUI
"5' 8""",1.72m,Right-Handed,Nov 6 1997,"Chisinau, Moldova",320735.0,Aliona Bolsova,88.0,2013-10-07 00:00:00,2025-08-18,ESP
,-,Right-Handed,Mar 29 2004,"Minsk, Belarus",329250.0,Aliona Falei,173.0,2022-10-24 00:00:00,2025-08-18,BLR
,-,-,May 11 2000,"Korolev, Moscow",326295.0,Alisa Axyanova,1273.0,2019-11-25 00:00:00,2021-03-08,RUS
,-,-,Apr 26 2005,"Kyiv, Ukraine",330896.0,Alisa Baranovska,884.0,2024-02-26 00:00:00,2025-08-18,UKR
"5' 11""",1.81m,Right-Handed,Jul 15 1989,"Moscow, Russia",311777.0,Alisa Kleybanova,20.0,2004-03-22 00:00:00,2018-10-15,RUS
,-,-,Oct 4 2002,"Tosno, Russia",329166.0,Alisa Kummel,879.0,2024-02-26 00:00:00,2025-08-18,RUS
,,,Mar 18 1994,"Tashkent, Uzbekistan",316073.0,Alisa Ogorodova,1048.0,2008-11-03 00:00:00,2008-11-03,UZB
,-,Right-Handed,Dec 25 2000,"Riga, Latvia",324376.0,Alise Cernecka,1026.0,2018-03-19 00:00:00,2019-09-16,LAT
,,,Apr 20 1988,"Adazi, Latvia",312365.0,Alise Vaidere,658.0,2005-08-22 00:00:00,2008-02-18,LAT
"5' 8""",1.72m,-,Jun 29 1999,"Reading, England",325185.0,Alisha Reayer,1338.0,2023-08-21 00:00:00,2023-08-21,GBR
"5' 7""",1.69m,Right-Handed,Jan 18 1990,"Canberra, Australia",312989.0,Alison Bai,305.0,2005-12-05 00:00:00,2021-10-11,AUS
,-,-,Nov 26 1987,"Ancaster, Canada",140096.0,Alison Nash,426.0,2000-12-04 00:00:00,2002-09-30,CAN
,-,Right-Handed,Nov 29 1979,"San antonio, TX, USA",150159.0,Alison Ojeda,930.0,2001-09-03 00:00:00,2002-06-03,USA
"5' 9""",1.73m,Right-Handed,Jul 3 1990,"Pittsburgh, PA, USA",312850.0,Alison Riske-Amritraj,18.0,2008-01-07 00:00:00,2024-02-26,USA
,-,-,Apr 27 1989,"Plumpton, Australia",313884.0,Alison Shemon,671.0,2010-01-25 00:00:00,2010-04-26,AUS
"5' 8""",1.73m,Right-Handed,Mar 26 1994,"Vilvoorde, Belgium",317819.0,Alison Van Uytvanck,37.0,2011-02-21 00:00:00,2024-09-02,BEL
,-,-,,,220276.0,Alissa Velts,1037.0,2000-12-04 00:00:00,2000-12-25,KAZ
"5' 9""",1.74m,-,Mar 17 1993,"Lyon, France",316630.0,Alix Collombon,463.0,2011-02-21 00:00:00,2014-11-03,FRA
"5' 10""",1.78,-,Jun 19 1987,"Quebec, Canada",310495.0,Alizee Paradis,1166.0,2005-12-05 00:00:00,2005-12-05,CAN
"5' 8""",1.73m,Right-Handed,Jan 22 1990,"Nice, France",312121.0,Alizé Cornet,11.0,2004-10-18 00:00:00,2025-08-18,FRA
"5' 8""",1.73m,Right-Handed,Jul 13 1990,"Paris, France",315301.0,Alizé Lim,135.0,2008-11-03 00:00:00,2025-08-18,FRA
"5'10""",1.78m,Right-Handed,Nov 3 1987,"Moscow, Russia",311362.0,Alla Kudryavtseva,56.0,2004-10-18 00:00:00,2018-10-15,RUS
"4' 11""",105m,,Nov 12 1983,"Bellmore, NY, USA",311006.0,Allessandra Esposito,1113.0,2005-08-22 00:00:00,2005-12-05,ITA
5' 7'',1.69m,Right-Handed,Jun 30 1995,"Fort Lauderdale, FL, USA",319042.0,Allie Kiick,126.0,2011-11-28 00:00:00,2025-08-18,USA
,-,Right-Handed,Apr 20 1991,"Boca Raton, FL, USA",313952.0,Allie Will,280.0,2008-02-18 00:00:00,2014-11-03,USA
5' 11'',1.81,Right-Handed,Nov 14 1980,"San Diego, California, USA",20549.0,Allison Bradshaw,102.0,2000-12-04 00:00:00,2004-10-18,USA
,-,Left-Handed,Aug 15 2002,"Hawaii, USA",329123.0,Allura Zamarripa,646.0,2019-09-16 00:00:00,2025-08-18,USA
5' 11'',1.81,Left-Handed,Apr 10 1986,"Raleigh, North Carolina, USA",20670.0,Ally Baker,264.0,2001-09-03 00:00:00,2004-10-18,USA
,-,-,Mar 3 1991,"Gijon, Spain",316339.0,Almudena Sanz-Llaneza Fernandez,746.0,2019-09-16 00:00:00,2021-10-11,ESP
"5' 6""",1.68m,Right-Handed,Aug 13 1984,"Kryvyi Rig, Ukraine",20608.0,Alona Bondarenko,19.0,2000-12-04 00:00:00,2012-08-13,UKR
"5' 9""",1.74m,Left-Handed,Jan 28 1997,"Haifa, Israel",320676.0,Alona Pushkarevsky,984.0,2016-02-22 00:00:00,2016-02-22,ISR
6' 1'',6' 1'',Right-Handed,Dec 31 2000,"Atlanta, Georgia",326007.0,Alycia Parks,40.0,2019-08-26 00:00:00,2025-08-18,USA
"5' 7""",1.70m,Right-Handed,May 5 1992,"Kharkiv, Ukraine",314903.0,Alyona Sotnikova,315.0,2008-11-03 00:00:00,2017-07-31,UKR
,-,-,Dec 27 2006,"San Diego, CA, USA",332107.0,Alyssa Ahn,1200.0,2023-08-21 00:00:00,2025-08-18,USA
,-,Right-Handed,Nov 19 1982,,30514.0,Alyssa Cohen,286.0,2000-12-04 00:00:00,2004-10-18,USA
,-,-,May 4 2006,"Villers, France",330705.0,Alyssa Reguer,1206.0,2023-08-21 00:00:00,2025-08-18,FRA
"5' 2""",1.57m,Righth-Handed,May 21 1996,"Mililani, HI, USA",328764.0,Alyssa Tobita,1058.0,2019-09-16 00:00:00,2021-03-08,USA
"5' 11""",1.80m,Right-Handed,Aug 31 2001,"Freehold, NJ, USA",326384.0,Amanda Anisimova,21.0,2016-10-10 00:00:00,2025-08-18,USA
,-,Left-Handed,Jan 19 1978,"Manhattan Beach, CA, USA",10223.0,Amanda Augustus,304.0,2000-12-04 00:00:00,2003-08-25,USA
,-,Right-Handed,May 16 1990,"Gibraltar, England",314095.0,Amanda Carreras,236.0,2008-10-27 00:00:00,2023-08-21,GBR
5' 2 1/4'',1.58,Right-Handed,Oct 22 1971,"Hoopstad, South Africa",30037.0,Amanda Coetzer,7.0,2000-12-04 00:00:00,2005-01-10,RSA
,-,-,Jun 27 1976,"Melbourne, Australia",40248.0,Amanda Dundas,911.0,2000-12-04 00:00:00,2000-12-25,AUS
"5' 9""",1.75m,Right-Handed,Nov 1 1989,"Abbots Langley, England",314458.0,Amanda Elliott,311.0,2008-01-07 00:00:00,2011-02-21,GBR
,-,-,Dec 4 1986,"Tarzana, CA, USA",312786.0,Amanda Fink,260.0,2005-08-22 00:00:00,2012-10-29,USA
5'8'',1.73m,Left-Handed,Mar 25 1979,"Canberra, Australia",70340.0,Amanda Grahame,159.0,2000-12-04 00:00:00,2003-12-22,AUS
5' 5 3/4'',1.67m,Right-Handed,Feb 11 1979,"Goirle, Netherlands",80260.0,Amanda Hopmans,103.0,2000-12-04 00:00:00,2003-12-22,NED
"5' 7""",1.70m,-,Nov 26 1981,"Bettendorf, IA, USA",100144.0,Amanda Johnson,470.0,2000-12-04 00:00:00,2005-12-05,USA
,-,Left-Handed,Jan 15 1978,"Walthamstow, England",100106.0,Amanda Keen,207.0,2001-09-03 00:00:00,2008-02-18,GBR
,-,-,Jan 6 1986,"Richland, WA, USA",316305.0,Amanda Marie Taylor,976.0,2008-11-03 00:00:00,2008-11-03,USA
"5' 5""",1.65m,-,Sep 2 1987,"Atlanta, GA, USA",316279.0,Amanda Mcdowell,438.0,2008-11-03 00:00:00,2012-08-06,USA
,-,-,Jun 22 1998,"Veracruz, Mexico",327206.0,Amanda Nava Elkin,1357.0,2023-08-21 00:00:00,2025-08-18,MEX
"5' 11""",1.80m,-,Mar 22 1993,"Bradenton, FL, USA",318994.0,Amanda Rodgers,524.0,2018-03-05 00:00:00,2018-12-31,USA
,-,-,,,190868.0,Amanda Sanches,1138.0,2001-09-03 00:00:00,2001-12-10,BRA
,,Left-Handed,Feb 25 1989,"Serignan, France",312042.0,Amandine Cazeaux,553.0,2005-08-22 00:00:00,2021-03-08,FRA
,,Right-Handed,Mar 22 1982,"Avignon, France",40333.0,Amandine Dulon,220.0,2000-12-04 00:00:00,2004-10-18,FRA
"5' 4""",1.64m,Right-Handed,Jan 16 1993,"Montauban, France",315148.0,Amandine Hesse,154.0,2011-02-21 00:00:00,2025-08-18,FRA
,-,Left-Handed,Feb 6 2002,"Grenoble, France",329331.0,Amandine Monnot,464.0,2022-10-24 00:00:00,2025-08-18,FRA
,,,Jun 18 1982,,190710.0,Amandine Singla,345.0,2000-12-04 00:00:00,2004-10-18,FRA
,-,-,,,110592.0,Amani Khalifa,710.0,2001-12-10 00:00:00,2003-08-04,EGY
,-,Right-Handed,Feb 10 1003,,328131.0,Amarissa Toth,369.0,2022-10-24 00:00:00,2025-08-18,HUN
,-,-,Oct 8 2002,"Bolton, ENgland",329919.0,Amarni Banks,235.0,2022-10-24 00:00:00,2025-08-18,GBR
"5' 7""",1.7m,Right-Handed,Jul 6 1984,"Santa Monica, CA, USA",120378.0,Amber Liu,241.0,2000-12-04 00:00:00,2008-12-08,USA
"5' 7""",1.71m,Right-Handed,Jul 19 2001,"Payneham South, Australia",325786.0,Amber Marshall,625.0,2019-09-16 00:00:00,2021-10-11,AUS
,,,Oct 16 1987,"St. Paul, MN, USA",328703.0,Amber Washington,1148.0,2019-09-16 00:00:00,2021-03-08,USA
,-,Right-Handed,Jun 13 2000,"Lomme, France",325478.0,Ambre Feder,1249.0,2019-11-25 00:00:00,2021-03-08,FRA
"5' 8""",1.73m,Right-Handed,Jun 3 2002,"Nottingham, England",329251.0,Amelia Rajecki,658.0,2023-08-21 00:00:00,2025-08-18,GBR
,-,Right-Handed,Apr 26 2005,"Lommel, Belgium",332417.0,Amelia Waligora,848.0,2023-08-21 00:00:00,2025-04-21,BEL
5'7'',1.70m,Left-Handed,Mar 27 1978,"Amiens, France",30347.0,Amelie Cocheteux,178.0,2000-12-04 00:00:00,2001-12-10,FRA
,-,-,Jun 30 1996,"Bad Segeberg, Germany",319677.0,Amelie Intert,813.0,2016-02-22 00:00:00,2018-03-19,GER
,-,Right-Handed,Feb 16 2005,"Zlin, Czech Republic",330421.0,Amelie Smejkalova,851.0,2023-08-21 00:00:00,2025-06-16,CZE
,-,Right-Handed,Jul 19 2004,"Wichelen, Belgium",330527.0,Amelie Van Impe,467.0,2021-03-08 00:00:00,2025-08-18,BEL
,-,-,Sep 13 1990,,314060.0,Ami Nakano,1352.0,2006-12-04 00:00:00,2006-12-04,JPN
"5' 10""",1.77,-,Jan 1 1982,"Cape Town, South Africa",130624.0,Amiella Mojzis,497.0,2000-12-04 00:00:00,2001-09-03,RSA
,-,Left-Handed,Sep 9 1999,"Moscow, Russia",321965.0,Amina Anshba,278.0,2016-01-25 00:00:00,2025-08-18,RUS
,,Right-Handed,Feb 22 1989,"Almaty, Kazakhstan",312756.0,Amina Rakhim,259.0,2006-10-30 00:00:00,2008-11-03,KAZ
,-,-,Jul 29 1993,"Sochi, Russia",315998.0,Aminat Kushkhova,389.0,2010-07-05 00:00:00,2016-02-22,RUS
,,Right-Handed,Dec 19 1989,"Oran, Algeria",321967.0,Amira Benaissa,983.0,2016-02-22 00:00:00,2023-08-21,ALG
"6' 1""","6' 1""",Right-Handed,May 6 1989,"Prilep, Macedonia",313355.0,Amra Sadikovic,126.0,2008-01-07 00:00:00,2019-09-16,SUI
,-,Right-Handed,Aug 5 1994,"Kolkata, India",320181.0,Amrita Mukherjee,1246.0,2016-02-22 00:00:00,2016-02-22,IND
"6' 0""",1.83m,Right-Handed,Sep 16 1993,"Dublin, Ireland",317721.0,Amy Bowtell,385.0,2011-02-21 00:00:00,2016-02-22,IRL
,-,-,,,40354.0,Amy Dillingham,855.0,2000-12-04 00:00:00,2006-12-18,USA
5' 9'',1.75m,Right-Handed,Sep 19 1992,"St. Louis, Missouri, USA",60034.0,Amy Frazier,18.0,2000-12-04 00:00:00,2007-07-16,USA
,-,-,Jul 31 1978,"Brisbane, Australia",100107.0,Amy Jensen,423.0,2000-12-04 00:00:00,2001-10-22,AUS
,-,-,Oct 28 1994,,319717.0,Amy Zhu,500.0,2016-02-22 00:00:00,2025-08-18,USA
"5' 9""",1.75m,Right-Handed,Jul 5 1979,"Saint-Germain-en-Laye, France",130450.0,Amélie Mauresmo,1.0,2000-12-04 00:00:00,2009-12-07,FRA
,-,-,,,120414.0,An-Na Lee,790.0,2000-12-04 00:00:00,2002-06-03,KOR
"5' 7""",1.70m,Right-Handed,Mar 7 1994,"Ghent, Belgium",316512.0,An-Sophie Mestach,98.0,2010-04-26 00:00:00,2018-10-15,BEL
,-,-,Oct 14 1998,"Villavicencio, Colombia",322120.0,Ana Becerra,1273.0,2019-11-25 00:00:00,2025-04-21,COL
,-,-,Mar 11 1988,"Castellon, Spain",311347.0,Ana Beltran Trigueros,1271.0,2005-12-05 00:00:00,2005-12-05,ESP
,-,-,May 24 1993,,313660.0,Ana Belzunce-Crompin,692.0,2009-08-24 00:00:00,2014-01-20,ESP
,-,-,Oct 5 1996,"Roman, Romania",319892.0,Ana Bianca Mihaila,523.0,2016-02-22 00:00:00,2021-03-08,ROU
,-,Right-Handed,Jul 9 1999,"Zagreb, Croatia",325328.0,Ana Biskic,746.0,2018-03-19 00:00:00,2018-03-19,CRO
5' 7'',5' 7'',Right-Handed,Nov 25 1992,"Sinaia, Romania",315427.0,Ana Bogdan,39.0,2008-11-03 00:00:00,2025-08-18,ROU
,-,Right-Handed,Apr 19 2004,"Jundiai, Brazil",331305.0,Ana Candiotto,571.0,2022-10-24 00:00:00,2025-08-18,BRA
,-,Right-Handed,Sep 20 1978,"Porto, Portugal",140159.0,Ana Catarina Nogueira,409.0,2000-12-04 00:00:00,2008-11-03,POR
,-,-,Nov 25 1983,,200361.0,Ana Cecilia Trevino,795.0,2001-09-03 00:00:00,2003-08-04,MEX
5' 11,1.80m,Right-Handed,Jan 13 1983,"Belgrade, Serbia",310127.0,Ana Cetnik,1049.0,2001-12-10 00:00:00,2001-12-10,SCG
"5' 4""",1.63m,Right-Handed,Jun 11 1989,"Rio de Janeiro, Brazil",311983.0,Ana Clara Duarte,221.0,2006-12-04 00:00:00,2014-11-03,BRA
,-,Right-Handed,Feb 12 1996,Santiago do Cacem,318790.0,Ana Filipa Santos,878.0,2019-09-16 00:00:00,2025-08-11,POR
,-,-,Dec 11 1977,"Zagreb, Croatia",60155.0,Ana Friganovic,1082.0,2000-12-04 00:00:00,2001-09-03,CRO
,-,-,,,324747.0,Ana Giraldi Requena,1091.0,2023-08-21 00:00:00,2025-08-18,ESP
,,,Apr 12 1987,"San Salvador, El Salvador",310629.0,Ana Gloria Osorio,1097.0,2005-08-22 00:00:00,2005-08-22,ESA
,-,-,Jan 2 2004,,331582.0,Ana Grubor,819.0,2023-08-21 00:00:00,2025-08-18,CAN
6',1.84m,Right-Handed,Nov 6 1987,"Belgrade, Serbia",311710.0,Ana Ivanovic,1.0,2004-03-08 00:00:00,2016-12-26,SRB
,,Right-Handed,Dec 28 1984,"Belgrade, Serbia",310122.0,Ana Jovanovic,216.0,2001-12-10 00:00:00,2011-12-19,SRB
,-,Right-Handed,Jan 22 2002,"Monterrey, Mexico",329421.0,Ana Karen Guadiana Campos,910.0,2019-09-16 00:00:00,2025-08-18,MEX
"5' 9""","5' 9""",Right-Handed,Dec 27 1997,"Dubrovnik, Croatia",320682.0,Ana Konjuh,20.0,2013-06-17 00:00:00,2025-08-18,CRO
,-,Right-Handed,Sep 2 2000,"Las Palmas de Gran Canaria, Spain",325202.0,Ana Lantigua De La Nuez,575.0,2019-09-16 00:00:00,2022-10-24,ESP
,-,Left-Handed,Dec 16 1983,"Montevideo, Uruguay",130671.0,Ana Lucia Migliarini De Leon,338.0,2000-12-04 00:00:00,2005-09-12,URU
"5' 6""",1.70m,Right-Handed,Jul 19 1996,"San Juan, Argentina",319582.0,Ana Madcur,709.0,2014-01-20 00:00:00,2014-11-03,ARG
,-,-,Jul 25 2000,"Tbilisi, Georgia",326585.0,Ana Makatsaria,1227.0,2019-09-16 00:00:00,2021-03-08,GEO
,,,,,317169.0,Ana Maria Crisan,1002.0,2011-12-19 00:00:00,2011-12-19,ROU
,,,Jun 29 1978,"Nova Friburgo, Brazil",311012.0,Ana Maria Moura,1079.0,2005-12-05 00:00:00,2006-12-18,BRA
,-,-,,,190740.0,Ana Maria Simanca,1130.0,2000-12-04 00:00:00,2000-12-04,COL
,-,-,,,190734.0,Ana Maria Sismondini,765.0,2000-12-04 00:00:00,2002-06-03,ESP
,-,-,,,130619.0,Ana Martin Ramirez,662.0,2000-12-04 00:00:00,2002-06-03,ESP
,-,-,,,130633.0,Ana Maslesa,927.0,2000-12-04 00:00:00,2002-06-03,CRO
,-,-,May 1 1988,,315085.0,Ana Miguel-Ivern,836.0,2008-11-03 00:00:00,2008-11-03,ESP
,,Right-Handed,Jul 25 1988,"Durango, Mexico",311049.0,Ana Paula De La Pena,945.0,2005-12-05 00:00:00,2011-12-19,MEX
"5' 7""",1.70m,Right-Handed,Jan 17 1997,"Key Biscayne, FL, USA",320579.0,Ana Paula Neffa De Los Rios,487.0,2014-09-22 00:00:00,2025-04-21,PAR
,-,-,,,140177.0,Ana Paula Novaes,629.0,2000-12-04 00:00:00,2001-12-17,BRA
"5' 4""",1.62m,Right-Handed,Jan 10 1997,"Burgos, Spain",321445.0,Ana Roman Dominguez,1212.0,2016-02-22 00:00:00,2016-02-22,ESP
,-,-,,,313174.0,Ana Ruiz-Fernandez,1396.0,2005-12-05 00:00:00,2005-12-05,ESP
,,Right-Handed,Jul 12 1972,"Madrid, Spain",190375.0,Ana Salas Lozano,300.0,2000-12-04 00:00:00,2008-11-03,ESP
,-,-,Oct 9 1989,"Pozega, Croatia",314035.0,Ana Savic,222.0,2006-11-13 00:00:00,2017-04-10,CRO
,-,-,Jun 2 2001,"Tbilisi, Georgia",324858.0,Ana Shanidze,1212.0,2016-02-22 00:00:00,2016-02-22,GEO
,-,-,Feb 26 1979,"Ljubljana, Slovenia",190704.0,Ana Skafar,915.0,2000-12-04 00:00:00,2000-12-25,SLO
"5' 4""",1.62m,Left-Handed,Apr 13 1994,"San Luis Potosi, Mexico",316694.0,Ana Sofia Sánchez,248.0,2011-11-28 00:00:00,2025-08-18,MEX
,-,Right-Handed,Dec 30 1982,"Belgrade, Serbia",200323.0,Ana Timotic,199.0,2000-12-04 00:00:00,2010-01-25,SRB
"5' 8""",1.73m,Left-Handed,Feb 22 1988,"Herceg Novi, Montenegro",312378.0,Ana Veselinovic,329.0,2005-08-22 00:00:00,2019-09-16,MNE
,-,-,Dec 26 1996,"San Fernando del Valle de Catamarca, Argentina",320063.0,Ana Victoria Gobbi Monllau,754.0,2016-02-22 00:00:00,2016-02-22,ARG
,,Right-Handed,Aug 1 1984,"Zagreb, Croatia",220278.0,Ana Vrljic,180.0,2002-06-03 00:00:00,2019-11-25,CRO
,-,-,Sep 8 1989,"Bucharest, Romania",313721.0,Ana-Maria Constantinescu,1123.0,2006-12-04 00:00:00,2006-12-18,ROU
,-,-,Feb 1 1992,"Timisoara, Romania",315521.0,Ana-Maria Nedelcu,1011.0,2008-11-03 00:00:00,2008-11-03,ROU
"5'6""",1.68m,,Sep 01 1986,"Novi Sad, Serbia",312043.0,Ana-Maria Zubori,783.0,2005-08-22 00:00:00,2005-12-05,FRA
"5' 6 1/2""",1.69m,Right-Handed,Jul 31 1982,"Valencia, Spain",130611.0,Anabel Medina Garrigues,16.0,2000-12-04 00:00:00,2015-02-16,ESP
,-,Right-Handed,Dec 12 1993,"Noumea, New Caledonia, France",318744.0,Anaeve Pain,776.0,2011-11-28 00:00:00,2013-10-07,FRA
"5' 7""","5' 7""",Right-Handed,Apr 15 1985,"St. Etienne, France",310091.0,Anais Laurendon,180.0,2001-09-03 00:00:00,2013-06-17,FRA
,-,Right-Handed,Jan 15 1989,"Nice, France",315761.0,Anais Van Cauter,979.0,2016-02-22 00:00:00,2016-02-22,FRA
,-,-,Dec 14 1988,,312299.0,Anamaria Sere,472.0,2004-10-18 00:00:00,2008-02-25,ROU
"5' 7""",1.70m,Right-Handed,Apr 13 1989,"New York, NY, USA",312672.0,Anamika Bhargava,649.0,2011-12-19 00:00:00,2014-11-03,USA
,-,Right-Handed,Nov 19 2003,"Palermo, Italy",328213.0,Anastasia Abbagnato,414.0,2023-08-21 00:00:00,2025-08-18,ITA
,,Right-Handed,Jan 18 1997,,323191.0,Anastasia Chikalkina,1168.0,2016-02-22 00:00:00,2016-02-22,RUS
